request_id,run_id,run_name,workload_label,repetition,concurrency,prompt_index,prompt,engine,model,stream,started_at,ended_at,latency_ms,ttft_ms,completion_time_ms,output_tokens,output_tokens_estimated,tokens_per_sec,success,status_code,error_type,error_message
d75e729a-687f-4492-a0c2-d8977f19b05d,20260315_231051,local-vllm-public-maxtokens192,quickstart,1,1,0,Summarize the trade-off between throughput and tail latency.,vllm,Qwen/Qwen2-0.5B-Instruct,False,2026-03-15T23:10:52.120813Z,2026-03-15T23:10:59.304342Z,7183.4822909440845,,7183.4822909440845,192,False,26.727984036662324,True,200,,
1c996c7f-24dd-4748-8e30-60b75528c513,20260315_231051,local-vllm-public-maxtokens192,quickstart,1,1,1,Describe one practical way to reduce p99 latency in LLM serving.,vllm,Qwen/Qwen2-0.5B-Instruct,False,2026-03-15T23:10:59.305045Z,2026-03-15T23:11:05.125701Z,5820.6188750918955,,5820.6188750918955,161,False,27.6602889580978,True,200,,
01135b71-b6df-447a-a7f0-89e3b0fb75c7,20260315_231051,local-vllm-public-maxtokens192,quickstart,1,1,2,Explain why concurrency sweeps reveal saturation behavior.,vllm,Qwen/Qwen2-0.5B-Instruct,False,2026-03-15T23:11:05.126221Z,2026-03-15T23:11:11.858036Z,6731.768750003539,,6731.768750003539,192,False,28.521478846090645,True,200,,
faab5aea-40be-4e67-8a61-8d83f03c3fb2,20260315_231051,local-vllm-public-maxtokens192,quickstart,1,1,3,Explain in 4 bullet points why TTFT matters for chat UX.,vllm,Qwen/Qwen2-0.5B-Instruct,False,2026-03-15T23:11:11.858408Z,2026-03-15T23:11:17.604668Z,5746.228417032398,,5746.228417032398,157,False,27.32226925310456,True,200,,
a158f29a-dc26-4cda-9c33-de4919efdd47,20260315_231051,local-vllm-public-maxtokens192,quickstart,1,1,4,Give a checklist for reproducible inference benchmarking.,vllm,Qwen/Qwen2-0.5B-Instruct,False,2026-03-15T23:11:17.605320Z,2026-03-15T23:11:24.027428Z,6422.065459075384,,6422.065459075384,187,False,29.118357822986642,True,200,,
46d9e655-0394-4ba4-b956-cfe2aa8b42d0,20260315_231051,local-vllm-public-maxtokens192,quickstart,1,1,5,Write a short incident update for temporary 5xx spikes under load.,vllm,Qwen/Qwen2-0.5B-Instruct,False,2026-03-15T23:11:24.028029Z,2026-03-15T23:11:26.762464Z,2734.419791959226,,2734.419791959226,69,False,25.2338723567244,True,200,,
4e09e591-ba31-4abf-8830-91079a86b6a3,20260315_231051,local-vllm-public-maxtokens192,quickstart,1,1,6,Summarize the trade-off between throughput and tail latency.,vllm,Qwen/Qwen2-0.5B-Instruct,False,2026-03-15T23:11:26.762923Z,2026-03-15T23:11:33.534973Z,6772.006832994521,,6772.006832994521,192,False,28.352009195345026,True,200,,
e11d2334-4509-4ba3-97fb-c01f19ab6a8d,20260315_231051,local-vllm-public-maxtokens192,quickstart,1,1,7,Describe one practical way to reduce p99 latency in LLM serving.,vllm,Qwen/Qwen2-0.5B-Instruct,False,2026-03-15T23:11:33.535591Z,2026-03-15T23:11:39.110816Z,5575.188084039837,,5575.188084039837,161,False,28.877949510061693,True,200,,
ecd07abb-0d89-46e3-8663-823082ee8bca,20260315_231051,local-vllm-public-maxtokens192,quickstart,1,1,8,Explain why concurrency sweeps reveal saturation behavior.,vllm,Qwen/Qwen2-0.5B-Instruct,False,2026-03-15T23:11:39.111218Z,2026-03-15T23:11:45.588536Z,6477.283334010281,,6477.283334010281,192,False,29.642056723358902,True,200,,
83ac6198-1355-4c77-be33-43d34771afd6,20260315_231051,local-vllm-public-maxtokens192,quickstart,1,1,9,Explain in 4 bullet points why TTFT matters for chat UX.,vllm,Qwen/Qwen2-0.5B-Instruct,False,2026-03-15T23:11:45.589273Z,2026-03-15T23:11:51.005292Z,5415.98437493667,,5415.98437493667,157,False,28.988266791636715,True,200,,
